username,login_time,logout_time,session_duration
admin,2025-03-07T08:17:50+00:00,2025-03-07T00:23:28.183351+00:00,-474.36
admin,2025-03-07T00:23:36.616231+00:00,2025-03-07T00:23:36.728926+00:00,0.0
admin,2025-03-07T00:24:51.328994+00:00,2025-03-07T00:24:51.409945+00:00,0.0
admin,2025-03-07T00:35:56.145741+00:00,2025-03-07T00:35:56.218728+00:00,0.0
admin,2025-03-07T00:36:56.192014+00:00,2025-03-07T00:36:56.277867+00:00,0.0
admin,2025-03-07T02:29:07.296875+00:00,2025-03-07T02:29:07.373348+00:00,0.0
